Identifier,Resource_no,Collection_Title
ref463_dao,43513,"Bracewell, Searcy,"
ref464_o4a,43514,"Brownell, Herbert,"
ref466_966,43516,"Clark, Ed, Ambassador,"
ref468_oji,43518,"Connally, John B.,"
ref469_1xc,43519,"Counts, Howard,"
ref470_gj1,43520,"Darneille, George J.,"
ref471_xxb,43521,"DeBakey, Michael E., Dr.,"
ref473_ktq,43523,"Dennis, Ward,"
ref474_wqr,43524,"Dobelman, Katherine B.,"
ref475_sa1,43525,"Duncan, Charles,"
ref476_x03,43526,"Elkins, James A., Jr.,"
ref478_b9e,43528,"Fleming, Durwood,"
ref479_8gb,43529,"Fowler, Henry,"
ref480_uee,43530,"Fouraker, Lawrence,"
ref482_3qe,43532,"Geneen, Harold,"
ref483_jdj,43533,"Goodwin, Lem,"
ref484_qr2,43534,"Hackerman, Norman, Dr.,"
ref485_1bm,43535,"Harbin, John P.,"
ref486_bgv,43536,"Hargrove, James W.,"
ref488_3pd,43538,"Hobby, Oveta Culp,"
ref489_y37,43539,"Hobby, William P., Lt. Gov.,"
ref491_mip,43541,"Johnson, Doris D.,"
ref492_hdd,43542,"Johnson, Lady Bird,"
ref499_xet,43549,"Lochridge, Joe,"
ref500_jhu,43550,"Lord, Grogan,"
ref501_tzi,43551,"Love, Ben,"
ref503_y5a,43553,"Maverick, Albert,"
ref506_w9h,43556,"McKinney, Robert M.,"
ref507_sa0,43557,"Meyer, Randall,"
ref509_wth,43559,"Milton, Patrick,"
ref511_x7x,43561,"Monteith, Edgar,"
ref518_mqs,43568,"Pitzer, Kenneth, Dr.,"
ref522_6m2,43572,"Reistle, Carl E., Jr.,"
ref524_w30,43574,"Robbins, Jack,"
ref525_wq2,43575,"Sarofim, Fayez,"
ref528_5dl,43578,"Shelton, Emmett,"
ref529_5aq,43579,"Sheppard, Albert,"
ref530_7hq,43580,"Sims, James R., Dr.,"
ref531_95q,43581,"Smith, A. Frank,"
ref534_0uq,43584,"Swearingen, John E.,"
ref537_ped,43587,"Tillinghast, Charles C.,"
ref538_agt,43588,"Verity, C. William, Jr.,"
ref541_74o,43591,"Warfield, Don E.,"
ref542_la0,43592,"Warner, Merritt A.,"
ref548_otr,43596,"Subseries B: Audio Cassette Tapes,"
ref549_e7l,43597,"Akers, William W.,"
ref550_th2,43598,"Arnold, Dan,"
ref551_0ie,43599,"Bixby, Jack,"
ref553_pk4,43601,"Bolin, L.T., Mrs.,"
ref555_znl,43603,"Bracewell, Searcy,"
ref556_owe,43604,"Brownell, Herbert,"
ref558_fwt,43606,"Clark, Ed, Ambassador,"
ref559_8dl,43607,"Counts, Howard,"
ref561_9fj,43609,"Darneille, George J.,"
ref562_igq,43610,"Dennis, Ward,"
ref563_osw,43611,"Dobelman, Katherine B.,"
ref564_ktc,43612,"Duncan, Charles,"
ref565_8xb,43613,"Elkins, James A., Jr.,"
ref567_vv7,43615,"Fleming, Durwood,"
ref568_g6m,43616,"Fouraker, Lawrence,"
ref571_iee,43619,"Geneen, Harold,"
ref573_y18,43621,"Goodwin, Lem,"
ref575_6iv,43623,"Hackerman, Norman, Dr.,"
ref576_m5b,43624,"Harbin, John P.,"
ref577_b2r,43625,"Hargrove, James W.,"
ref578_cpz,43626,"Hobby, Oveta Culp,"
ref579_50n,43627,"Hobby, William P., Lt. Gov.,"
ref580_da5,43628,"Johnson, Doris D.,"
ref581_tsb,43629,"Johnson, Lady Bird,"
ref582_of0,43630,"Lochridge, Joe,"
ref583_v1r,43631,"Lord, Grogan,"
ref585_sgz,43633,"Maverick, Albert,"
ref588_j0l,43636,"McKinney, Robert M.,"
ref589_5h4,43637,"Meyer, Randall,"
ref590_bbb,43638,"Milton, Patrick,"
ref592_pnr,43640,"Monteith, Edgar,"
ref595_3gg,43643,"Pitzer, Kenneth, Dr.,"
ref597_ml0,43645,"Reistle, Carl E., Jr.,"
ref598_672,43646,"Robbins, Jack,"
ref599_d1d,43647,"Sarofim, Fayez,"
ref601_nd8,43649,"Shelton, Emmett,"
ref602_8x9,43650,"Sheppard, Albert,"
ref603_ony,43651,"Sims, James R., Dr.,"
ref604_73u,43652,"Smith, A. Frank,"
ref606_wtt,43654,"Swearingen, John E.,"
ref607_bqd,43655,"Tillinghast, Charles C.,"
ref608_vw0,43656,"Verity, C. William, Jr.,"
ref610_03s,43658,"Warfield, Don E.,"
ref611_jor,43659,"Warner, Merritt A.,"
ref22_d7p,52245,"Photocopy of Benjamin of Tudela Manuscript,"
ref35_59r,52257,"Thermographic Reproduction of Arabic Text,"
ref36_lmb,52258,"Thermographic Reproduction of Arabic Text,"
ref37_shv,52259,"Thermographic Reproduction of Arabic Text,"
ref38_jyy,52260,"Thermographic Reproduction of Arabic Text,"
ref44_0d4,52266,"Thermographic Reproduction of Hebrew Text, Part 1,"
ref45_yxt,52267,"Thermographic Reproduction of Hebrew Text, Part 2,"
ref51_efy,52268,"Thermographic Reproduction of Hebrew Text, Part 3,"
ref46_97z,52269,"Thermographic Reproduction of Hebrew Text,"
ref47_mdk,52270,"Thermographic Reproduction of Latin Text,"
ref87_u9j,52306,"50 microfilm reels of Hebrew and Arabic texts from libraries and museums,"
ref91_hy3,52309,"Arabic Medical Vocabulary Flashcards,"
ref95_uh1,52313,"English Medical Vocabulary Flashcards,"
ref96_uam,52314,"Index Cards of Library Holdings,"
ref99_9z6,52317,"Index Cards of Museum and Library Holdings,"
ref102_0f4,52320,"Medical Vocabulary Flashcards in Hebrew and Arabic,"
ref103_xme,52321,"Medical Vocabulary Flashcards in Hebrew and Arabic,"
ref106_ouk,52324,"Wooden Box containing Index Cards labeled ""History of Medicine"","
ref22_buz,52644,"“Fiddler on the Roof,” Jones Hall,"
ref27_xn0,52649,"“Tartuffe,"" Alley Theatre,"
ref28_s58,52650,"“Everything in the Garden,” Alley Theatre,"
ref29_wmt,52651,"“Saint Joan,” Alley Theatre,"
ref30_21i,52652,"“Dames at Sea,” The New Hungry I Theatre,"
ref31_w5f,52653,"“The Star Spangled Girl,” Holiday Dinner Theatre,"
ref32_0em,52654,"“Any Wednesday,” Windmill Dinner Theatre,"
ref35_tl9,52655,"“The World of Carl Sandburg,” Alley Theatre,"
ref36_tp8,52656,"“The Andersonville Trial,” Alley Theatre,"
ref37_2o1,52657,"“Dear Liar,” Alley Theatre,"
ref38_qfs,52658,"“Blithe Spirit,” Alley Theatre,"
ref39_jey,52659,"“Dear Love,” Alley Theatre,"
ref40_2gw,52660,"“Our Town,” Alley Theatre,"
ref41_f3l,52661,"“Ring Round the Bathtub,” Alley Theatre,"
ref42_3n5,52662,"“The Night Thoreau Spent in Jail,” Alley Theatre,"
ref43_mat,52663,"“The Prime of Miss Jean Brodie,” Alley Theatre,"
ref44_sgc,52664,"“Dial 'M' for Murder,” Alley Theatre,"
ref45_7xn,52665,"“Mourning Becomes Electra,” Alley Theatre,"
ref46_kze,52666,"“Camino Real,” Alley Theatre,"
ref47_hgv,52667,"“No, No, Nanette,” Jones Hall,"
ref48_oz6,52668,"“1776,” Jones Hall,"
ref51_fbp,52669,"“Fiddler on the Roof,” The Windmill Dinner Theatre,"
ref52_qxj,52670,"“The Taming of the Shrew,” Alley Theatre,"
ref53_wr7,52671,"“Last of the Red Hot Lovers,” The Windmill Dinner Theatre,"
ref54_gto,52672,"“Hadrian VII,” Alley Theatre,"
ref55_dn9,52673,"“Spoon River,” Alley Theatre,"
ref56_71w,52674,"“A Flea in Her Ear,” Alley Theatre,"
ref57_1h1,52675,"“Pantagleize,” Alley Theatre,"
ref58_87x,52676,"“Mame,” Houston Music Theatre,"
ref59_c4a,52677,"“Child's Play,” Alley Theatre,"
ref62_rel,52678,"“Life With Father,” Alley Theatre,"
ref63_8xe,52679,"“Colette,” Alley Theatre,"
ref64_k2o,52680,"“The School for Wives,” Alley Theatre,"
ref65_2i9,52681,"“Jacques Brel,” Alley Theatre,"
ref66_qng,52682,"“Inherit the Wind,” Alley Theatre,"
ref67_4ly,52683,"“Beginner's Luck!,” Dean Goss' Dinner Theatre,"
ref68_ch1,52684,"“Swan Lake,” The National Ballet of Canada,"
ref71_mwr,52685,"“Gaslight,” The Windmill Dinner Theatre,"
ref72_mv4,52686,"“Ah, Wilderness,” Alley Theatre,"
ref73_en0,52687,"“A Midsummer Night's Dream, Alley Theatre,"
ref74_nxj,52688,"“Count Dracula,” Alley Theatre,"
ref75_i40,52689,"“The Decline and Fall of the Entire World as Seen Through the Eyes of Cole Porter,” Alley Theatre,"
ref76_air,52690,"“Coppelia,” Houston Ballet,"
ref77_h2m,52691,"“Wilson,” Alley Theatre,"
ref78_jz1,52692,"“Oklahoma,” Miller Theatre,"
ref79_0vf,52693,"“The Man Who Came to Dinner,” Alley Theatre,"
ref82_265,52694,"“Twelfth Night,” Alley Theatre,"
ref83_nr5,52695,"“Pippin,” Music Hall,"
ref84_b0x,52696,"“A Streetcar Named Desire,” Alley Theatre,"
ref85_hk0,52697,"“Tobacco Road,” Alley Theatre,"
ref86_bjb,52698,"“The Contest,” Alley Theatre,"
ref87_gq8,52699,"“Indians,” Alley Theatre,"
ref88_j9y,52700,"“Puttin' on the Ritz,” Million Dollar City Dump,"
ref89_ecq,52701,"“Little Me,” Music Hall,"
ref92_nc7,52702,"“Cabaret,” Cabaret Theatre,"
ref93_ybh,52703,"“Dames at Sea,” Cabaret Theatre,"
ref94_hcz,52704,"“Juno and the Paycock,” Alley Theatre,"
ref95_qs7,52705,"“The Show Off,” Alley Theatre,"
ref96_1fi,52706,"“The Pajama Game,” Theatre Under the Stars at Miller Outdoor Theatre,"
ref97_pts,52707,"“Company,” Cabaret Theatre,"
ref98_k8c,52708,"“Gigi,” Theatre Under the Stars at Miller's Theatre,"
ref99_p4l,52709,"“The Front Page,” Alley Theatre,"
ref100_uzk,52710,"“The Sty of the Blind Pig,” Alley Theatre,"
ref101_tlu,52711,"“The Last Meeting of the Knights of the White Magnolia,” Alley Theatre,"
ref102_eln,52712,"“My Fair Lady,” Cabaret Theatre,"
ref103_g5d,52713,"“You Never Can Tell,” Alley Theatre,"
ref106_gwp,52714,"“The Corn is Green,” Alley Theatre,"
ref107_9w5,52715,"“The Shadow Box,” Alley Theatre,"
ref108_n0w,52716,"“The Runner Stumbles,” Alley Theatre,"
ref109_y57,52717,"“The Ritz,” Cabaret Theatre,"
ref110_5f9,52718,"“How the Other Half Love,” Alley Theatre,"
ref111_n3q,52719,"Variety of programs, Dallas Music Hall at Fair Park,"
ref114_tj1,52720,"“Echelon,” Alley Theatre,"
ref115_7n8,52721,"“The Happy Time,” Alley Theatre,"
ref116_p1m,52722,"“The Best Little Whorehouse in Texas,"" Tower Theatre,"
ref117_q1v,52723,"“Mary Stuart,” Alley Theatre,"
ref118_xka,52724,"“The Importance of Being Earnest,” Alley Theatre,"
ref119_o45,52725,"“Scream,” Alley Theatre,"
ref120_5su,52726,"“The Royal Ballet,” Jones Hall,"
ref123_3ob,52727,"“Don Juan in Hell,” Alley Theatre,"
ref124_vxb,52728,"“Black Coffee,” Alley Theatre,"
ref125_3uk,52729,"“Artichoke,” Alley Theatre,"
ref126_gxf,52730,"“Side by Side by Sondheim,” Alley Theatre,"
ref127_qap,52731,"“An Evening of Dance,” Forth Worth Ballet,"
ref128_as1,52732,"“Liza Minelli in Concert,” Jones Hall,"
ref129_1oy,52733,"“Fiddler on the Roof,” Miller Theatre,"
ref130_z1z,52734,"“Indulgences in the Louisville Harem,” Alley Theatre,"
ref133_x2c,52735,"“The Cherry Orchard,” Alley Theatre,"
ref134_fc3,52736,"“The Gospel According to St. Matthew,” Alley Theatre,"
ref135_ygo,52737,"“Ten Little Indians,” Alley Theatre,"
ref136_k2i,52738,"“Oh Coward!,” Alley Theatre,"
ref137_n6f,52739,"“Cyrano de Bergerac,” Alley Theatre,"
ref138_f0q,52740,"“Brigadoon,” Downtown Music Hall,"
ref139_02y,52741,"“The House of Blue Leaves” Alley Theatre,"
ref142_okn,52742,"“The Wall” Alley Theatre,"
ref143_njk,52743,"“The Elephant Man” Alley Theatre,"
ref144_wrw,52744,"“Way Upstream” and ""Absent Friends,"" Alley Theatre,"
ref145_k0u,52745,"“The Red Bluegrass Western Flyer Show,"" Alley Theatre,"
ref146_am7,52746,"“And If that Mockingbird Don't Sing"" and ""Paradise,"" Alley Theatre,"
ref147_2gz,52747,"“Talley's Folly,” Alley Theatre,"
ref148_1q9,52748,"“Greater Tuna,” Alley Theatre,"
ref149_qcl,52749,"“Close Ties,” Alley Theatre,"
ref150_2co,52750,"“Lena Horne: the Lady and Her Music,” Jones Hall,"
ref151_35d,52751,"“Sugar Babies,” Music Hall,"
ref152_ib5,52752,"“Peter Pan,” Music Hall,"
ref153_xd9,52753,"“Zorba,” Jones Hall,"
ref154_fvd,52754,"“The Dresser,"" Alley Theatre,"
ref155_ngb,52755,"“Gorey Stories,” Main Street Theatre,"
ref158_vfu,52756,"“Paint Your Wagon,"" Theatre Under the Stars in the Music Hall,"
ref159_4ro,52757,"“Annie,"" Theatre Under the Stars in the Music Hall,"
ref160_x49,52758,"“Crimes of the Heart,"" Alley Theatre,"
ref161_ui9,52759,"“Season's Greetings,"" Alley Theatre,"
ref164_6vr,52760,"“Tarantara! Tarantara!,"" Main Street Theatre,"
ref165_gad,52761,"“Quartermaine's Terms,"" Alley Theatre,"
ref166_ux3,52762,"“Sugar,"" Music Hall,"
ref167_usv,52763,"“Sweet Bird of Youth,"" Alley Theatre,"
ref168_k0e,52764,"“And a Nightingale Sang..."" Alley Theatre,"
ref169_6t1,52765,"“Cabin in the Sky,"" Music Hall,"
ref170_rnw,52766,"“Kiss Me, Kate,"" Alley Theatre,"
ref171_qe3,52767,"“Much Ado About Nothing,"" Alley Theatre,"
ref172_1o6,52768,"“On Golden Pond,"" Alley Theatre,"
ref173_pks,52769,"“Betrayal,"" Alley Theatre,"
ref174_8yz,52770,"“Greater Tuna,"" Tower Theatre,"
ref175_2si,52771,"“A...My Name is Alice,"" Alley Theatre,"
ref176_ohd,52772,"Various performances, Stages,"
ref177_ls5,52773,"“Execution of Justice,"" Alley Theatre,"
ref178_t3l,52774,"“Kind Lady,"" Alley Theatre,"
ref179_1kq,52775,"“A Chorus Line,"" Music Hall,"
ref182_65t,52776,"“Trelawny of the Wells,"" Alley Theatre,"
ref183_m8d,52777,"“Pack of Lies,"" Alley Theatre,"
ref184_442,52778,"“Carousel,"" Music Hall,"
ref185_so8,52779,"“The Foreigner,"" Alley Theatre,"
ref186_3zu,52780,"“Ain't Misbehavin',"" Music Hall,"
ref187_g9c,52781,"“Spring Awakening,"" Alley Theatre,"
ref188_77e,52782,"“The Best Little Whorehouse in Texas,"" Tower Theatre,"
ref189_4tj,52783,"“The Miss Firecracker Contest,"" Alley Theatre,"
ref190_eqf,52784,"“How the Other Half Lives,"" Alley Theatre,"
ref191_gzn,52785,"“ Another Part of the Forest,"" Alley Theatre,"
ref192_88l,52786,"“Leader of the Pack,"" Stages Repertory Theater,"
ref195_jt0,52787,"“The Immigrant: A Hamilton County Album,"" Alley Theatre,"
ref196_qgz,52788,"“Glengarry Glen Ross,"" Alley Theatre,"
ref197_dmb,52789,"“The Common Pursuit,"" Alley Theatre,"
ref198_hzd,52790,"“A Lie of the Mind,"" Alley Theatre,"
ref199_sdx,52791,"“Singin' in the Rain,"" Music Hall,"
ref200_azz,52792,"“Cabaret,"" Jones Hall,"
ref201_9xl,52793,"“Shooting Stars,"" Alley Theatre,"
ref202_qct,52794,"“My One and Only,"" Jones Hall,"
ref203_csq,52795,"“Henceforward,"" Alley Theatre,"
ref204_ao3,52796,"“Self Defense,"" Alley Theatre,"
ref205_nlb,52797,"“Stepping Out,"" Alley Theatre,"
ref208_1ju,52798,"“The Miracle Worker,"" Alley Theatre,"
ref209_t97,52799,"“Big River Adventures of Huckleberry Finn,"" Jones Hall,"
ref210_15q,52800,"“The Odd Couple,"" Jones Hall,"
ref211_ui7,52801,"“elvis: An American Musical,"" Jones Hall,"
ref212_xzj,52802,"“South Pacific,"" Jones Hall,"
ref213_yg4,52803,"“The Music Man,"" Jones Hall,"
ref214_7hi,52804,"“Dirty Linen,"" Rice Players,"
ref215_gwf,52805,"“Can-Can,"" Jones Hall,"
ref216_bun,52806,"“The Road to Mecca,"" Alley Theatre,"
ref217_pwe,52807,"“The Merry Wives of Windsor,"" Alley Theatre,"
ref219_mp1,52809,"“A Class 'C' Trial in Yokohama,"" Alley Theatre,"
ref220_m6r,52810,"“Tom Foolery,"" Alley Theatre,"
ref223_aok,52811,"“Shear Madness: A Comedy Whodunit,"" Tower Theatre,"
ref224_zrl,52812,"“A View from the Bridge,"" Alley Theatre,"
ref225_vg5,52813,"“Heaven's Hard,"" Alley Theatre,"
ref226_27a,52814,"“Me and My Girl,"" Jones Hall,"
ref227_o27,52815,"“The Waltz of the Toreadors,"" Alley Theatre,"
ref228_9gw,52816,"“Steel Magnolias,"" Alley Theatre,"
ref229_j0m,52817,"“Les Miserables,"" Jones Hall,"
ref230_zxg,52818,"“Fiddler on the Roof,"" Jones Hall,"
ref231_ni2,52819,"“Measure for Measure,"" Alley Theatre,"
ref232_5vf,52820,"“Nunsense,"" Jones Hall,"
ref233_9nq,52821,"“A Christmas Carol,"" Alley Theatre,"
ref234_xxn,52822,"“The Music of Andrew Lloyd Webber,"" Jones Hall,"
ref235_9ld,52823,"“Shirley MacLaine,"" Music Hall,"
ref236_9tl,52824,"“Into the Woods,"" Jones Hall,"
ref237_mmp,52825,"“Who's Afraid of Virginia Woolf?,"" Alley Theatre,"
ref238_00q,52826,"“Private Lives,"" Alley Theatre,"
ref239_93x,52827,"“Starlight Express,"" Music Hall,"
ref240_nui,52828,"“A Chorus Line,"" Music Hall,"
ref241_36t,52829,"“Three Sisters,"" Alley Theatre,"
ref242_4tc,52830,"“The Sunshine Boys,"" Jones Hall,"
ref243_9zm,52831,"“Jekyll and Hyde,"" Alley Theatre,"
ref244_yqa,52832,"“Oklahoma!,"" Music Hall,"
ref245_aag,52833,"“The King Stag,"" Alley Theatre,"
ref246_q11,52834,"“As You Like It,"" Alley Theatre,"
ref247_05a,52835,"“The Wizard of Oz,"" Music Hall,"
ref250_1lc,52836,"“A Tuna Christmas,"" The Grand 1894 Opera House,"
ref251_t0w,52837,"“Rumors: a Farce,"" Music Hall,"
ref252_4t4,52838,"“Joe Turners Come and Gone,"" Alley Theatre,"
ref253_a6e,52839,"“Phantom,"" Music Hall,"
ref255_zig,52841,"“Harvey,"" Alley Theatre,"
ref256_3cg,52842,"“West Side Story,"" Music Hall,"
ref257_xoq,52843,"“Grand Hotel,"" Jones Hall,"
ref258_x10,52844,"“Evita,"" Music Hall,"
ref259_z1s,52845,"“Svengali,"" Alley Theatre,"
ref260_j6t,52846,"“Jerome Robbin's Broadway,"" Music Hall,"
ref261_wxl,52847,"“The Merry Widow,"" Music Hall,"
ref262_7jz,52848,"“A Flea in Her Ear,"" Alley Theatre,"
ref263_fl1,52849,"“Cinderella,"" Music Hall,"
ref266_iwf,52850,"“Marriage Play,"" Alley Theatre,"
ref267_6vm,52851,"“Chess,"" Music Hall,"
ref268_lkj,52852,"“Paint Your Wagon,"" Music Hall,"
ref269_mxm,52853,"“Miss Evers' Boys,"" Alley Theatre,"
ref271_oun,52855,"“La Cage Aux Folles,"" Music Hall,"
ref272_xz5,52856,"“Forever Plaid,"" Alley Theatre,"
ref273_mqy,52857,"“Annie Warbucks,"" Music Hall,"
ref274_oru,52858,"“The Front Page,"" Alley Theatre,"
ref275_ggp,52859,"“Danton's Death,"" Alley Theatre,"
ref276_494,52860,"“Here's Love,"" Music Hall,"
ref280_9hb,52862,"“Hello, Dolly!,"" Music Hall,"
ref281_02y,52863,"“Lips Together, Teeth Apart,"" Alley Theatre,"
ref282_0nv,52864,"“Our Town,"" Alley Theatre,"
ref283_ccx,52865,"“Dracula: A Musical Nightmare,"" Alley Theatre,"
ref284_01p,52866,"“Brigadoon,"" Music Hall,"
ref285_ng7,52867,"“Sayonara,"" Music Hall,"
ref286_qip,52868,"“Our Lady of the Tortilla,"" The Actor's Workshop,"
ref287_4mu,52869,"“Macbeth,"" Alley Theatre,"
ref288_jtt,52870,"“Crazy for You,"" Dallas Music Hall,"
ref289_3kd,52871,"“Cyrano de Bergerac,"" Alley Theatre,"
ref290_gae,52872,"“Fiddler on the Roof,"" Music Hall,"
ref291_xf1,52873,"“Dancing at Lughnasa,"" Alley Theatre,"
ref292_pee,52874,"“Beauty and the Beast,"" Music Hall,"
ref295_n5r,52875,"“The Most Happy Fella,"" Music Hall,"
ref296_wvr,52876,"“Tartuffe,” Alley Theatre,"
